,VideoID,Attention,Mediation,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,age,gender
7291,6.0,50.0,57.0,236885.0,10834.0,29652.0,6973.0,3335.0,4900.0,6714.0,1006.0,24,1
9175,1.0,54.0,54.0,694456.0,33999.0,14514.0,17353.0,20354.0,8054.0,11481.0,4053.0,25,1
954,7.0,26.0,67.0,643707.0,4268.0,4964.0,8962.0,10697.0,11236.0,13238.0,6742.0,25,1
9610,4.0,66.0,60.0,2725.0,22182.0,4939.0,11982.0,15509.0,41871.0,22472.0,26384.0,25,1
9752,5.0,16.0,48.0,2339201.0,56396.0,4146.0,9635.0,1909.0,15094.0,17587.0,6258.0,25,1
9547,4.0,60.0,54.0,95331.0,20012.0,25628.0,13082.0,17286.0,19884.0,37536.0,21249.0,25,1
12265,5.0,75.0,34.0,1465684.0,673570.0,252801.0,12995.0,41692.0,79173.0,125783.0,17516.0,24,0
5016,8.0,41.0,43.0,80343.0,41217.0,12439.0,6821.0,13583.0,3958.0,3866.0,1957.0,28,0
12466,7.0,56.0,27.0,1196077.0,56263.0,3275.0,8765.0,11379.0,37850.0,2719.0,1232.0,24,0
9179,1.0,41.0,54.0,1577275.0,198614.0,235531.0,54045.0,25130.0,38758.0,30833.0,31777.0,25,1
10874,4.0,30.0,44.0,899472.0,141620.0,7391.0,7357.0,8378.0,14406.0,2887.0,2466.0,25,1
7490,8.0,14.0,64.0,946734.0,624243.0,337222.0,119016.0,73536.0,38236.0,28035.0,25932.0,24,1
1640,2.0,30.0,48.0,454804.0,61085.0,17384.0,17268.0,9139.0,20544.0,3487.0,2742.0,24,1
1290,0.0,66.0,53.0,1068446.0,175912.0,30923.0,35780.0,79618.0,34232.0,20088.0,11753.0,24,1
1380,0.0,44.0,51.0,155656.0,41946.0,11601.0,15444.0,25236.0,19441.0,3787.0,3414.0,24,1
1933,5.0,74.0,84.0,4642.0,9867.0,6992.0,11028.0,11305.0,4934.0,6894.0,2073.0,24,1
4675,6.0,17.0,35.0,1092655.0,243903.0,46982.0,16669.0,7758.0,4655.0,4696.0,2304.0,28,0
11700,1.0,77.0,14.0,2188291.0,357600.0,281529.0,364331.0,57134.0,192384.0,60249.0,26591.0,24,0
10222,9.0,26.0,29.0,1115894.0,336411.0,23703.0,14528.0,16520.0,37460.0,69152.0,34897.0,25,1
892,6.0,47.0,60.0,883163.0,110555.0,108725.0,15692.0,40539.0,26228.0,31429.0,14072.0,25,1
7287,6.0,57.0,75.0,953058.0,310239.0,88128.0,35828.0,12999.0,27170.0,12450.0,9401.0,24,1
4876,7.0,56.0,24.0,298084.0,359150.0,36459.0,3383.0,33777.0,10274.0,11147.0,4742.0,28,0
7906,1.0,0.0,0.0,604116.0,468070.0,55170.0,11098.0,32694.0,239409.0,199209.0,50212.0,24,1
8194,3.0,0.0,0.0,250861.0,236232.0,9729.0,25033.0,40407.0,35397.0,17959.0,11024.0,24,1
12014,3.0,60.0,34.0,105676.0,45075.0,2741.0,6038.0,967.0,19455.0,2322.0,390.0,24,0
10301,0.0,41.0,43.0,614689.0,23990.0,9456.0,5522.0,6885.0,7660.0,4301.0,4714.0,25,1
9041,0.0,21.0,60.0,445777.0,431595.0,162875.0,27612.0,21149.0,32585.0,23756.0,28700.0,25,1
10929,4.0,60.0,53.0,799544.0,139338.0,103029.0,16296.0,46669.0,23745.0,8917.0,5798.0,25,1
2466,9.0,96.0,53.0,25648.0,25393.0,7540.0,7807.0,66616.0,22914.0,5068.0,5454.0,24,1
7657,9.0,54.0,63.0,288210.0,63189.0,14397.0,23387.0,2399.0,8848.0,10890.0,1788.0,24,1
10106,8.0,29.0,8.0,468100.0,189696.0,6307.0,14942.0,25524.0,54956.0,41443.0,29272.0,25,1
9788,6.0,34.0,67.0,451944.0,158520.0,71237.0,8230.0,29152.0,22194.0,35830.0,22371.0,25,1
1913,4.0,61.0,63.0,2858007.0,97132.0,27235.0,14817.0,18068.0,7422.0,7180.0,14382.0,24,1
2736,1.0,74.0,47.0,9904.0,4399.0,2477.0,5915.0,8204.0,6720.0,1874.0,3340.0,31,1
726,5.0,74.0,66.0,593819.0,79493.0,57919.0,5152.0,9570.0,19239.0,12382.0,8146.0,25,1
7214,5.0,47.0,56.0,2821606.0,1306635.0,520248.0,232845.0,191903.0,116675.0,56026.0,10619.0,24,1
8245,4.0,0.0,0.0,367192.0,215037.0,92916.0,42664.0,20935.0,334095.0,461677.0,107215.0,24,1
1796,4.0,54.0,60.0,3204628.0,262064.0,35076.0,19828.0,31976.0,29188.0,16381.0,10940.0,24,1
3845,9.0,35.0,41.0,5057.0,8614.0,1738.0,5489.0,2567.0,6744.0,1264.0,1234.0,31,1
6402,9.0,70.0,70.0,6895.0,7622.0,6747.0,6916.0,5064.0,10394.0,6971.0,5515.0,24,1
10745,3.0,56.0,53.0,330702.0,96877.0,40930.0,8217.0,5306.0,23425.0,7461.0,9609.0,25,1
10992,5.0,34.0,60.0,1548956.0,130873.0,50034.0,48331.0,15815.0,23731.0,14886.0,3741.0,25,1
936,7.0,57.0,66.0,427425.0,25464.0,1153.0,12652.0,16695.0,22181.0,46181.0,12188.0,25,1
2265,7.0,57.0,81.0,711630.0,84721.0,141539.0,66343.0,31853.0,21538.0,33565.0,8777.0,24,1
824,6.0,38.0,38.0,173154.0,478849.0,6854.0,23840.0,16179.0,72162.0,29225.0,13988.0,25,1
7274,6.0,53.0,67.0,1575590.0,377796.0,13396.0,65673.0,106559.0,34303.0,12798.0,11056.0,24,1
1389,0.0,60.0,54.0,162357.0,44881.0,20252.0,9196.0,16129.0,1782.0,1827.0,1389.0,24,1
3564,7.0,24.0,69.0,16847.0,22455.0,6774.0,2453.0,6804.0,5642.0,6256.0,6127.0,31,1
9076,0.0,88.0,60.0,4845.0,11256.0,5347.0,6041.0,16810.0,32497.0,14351.0,36947.0,25,1
5429,1.0,4.0,34.0,53182.0,115734.0,8793.0,28712.0,19078.0,6514.0,12758.0,5352.0,24,1
7827,0.0,0.0,0.0,685303.0,185218.0,72393.0,186581.0,25086.0,88888.0,32106.0,60963.0,24,1
5690,4.0,23.0,67.0,1346810.0,45984.0,96598.0,85783.0,107511.0,77329.0,55021.0,63659.0,24,1
7878,1.0,0.0,0.0,560549.0,111966.0,43610.0,29562.0,63284.0,321098.0,152734.0,53269.0,24,1
1868,4.0,43.0,56.0,323602.0,82060.0,14745.0,6532.0,9031.0,6695.0,6916.0,1601.0,24,1
8202,3.0,0.0,0.0,22977.0,105053.0,5848.0,7752.0,3910.0,4416.0,2413.0,3432.0,24,1
7486,8.0,43.0,56.0,1666807.0,129424.0,25916.0,21152.0,46279.0,20455.0,4470.0,3085.0,24,1
9655,4.0,70.0,75.0,13638.0,5746.0,908.0,12730.0,17944.0,19758.0,26292.0,9549.0,25,1
806,6.0,44.0,47.0,118119.0,15946.0,10094.0,2627.0,4310.0,12149.0,4446.0,674.0,25,1
4805,7.0,30.0,48.0,971614.0,702019.0,87806.0,28928.0,29096.0,20352.0,10097.0,9122.0,28,0
11300,7.0,80.0,60.0,15483.0,10738.0,1780.0,1827.0,18858.0,7073.0,9327.0,7935.0,25,1
10300,0.0,38.0,51.0,819408.0,724695.0,23680.0,34115.0,31629.0,45438.0,23308.0,17066.0,25,1
11719,1.0,97.0,17.0,669783.0,86269.0,56311.0,72540.0,27721.0,124142.0,8656.0,2690.0,24,0
12754,9.0,51.0,54.0,308535.0,36067.0,11360.0,7338.0,7514.0,5999.0,9917.0,483.0,24,0
10426,1.0,51.0,61.0,232697.0,140880.0,15074.0,12495.0,4015.0,21730.0,17355.0,4967.0,25,1
9155,1.0,56.0,30.0,850431.0,183154.0,56244.0,43149.0,11533.0,38214.0,35268.0,43096.0,25,1
7511,8.0,51.0,48.0,1182229.0,180985.0,8862.0,21137.0,32916.0,16014.0,7265.0,5279.0,24,1
8056,2.0,0.0,0.0,398476.0,367973.0,22031.0,37851.0,64063.0,339141.0,301975.0,118845.0,24,1
4494,4.0,53.0,51.0,510006.0,22943.0,6777.0,5434.0,7139.0,4475.0,1840.0,1311.0,28,0
2632,0.0,24.0,51.0,8311.0,8770.0,1495.0,7405.0,2898.0,3895.0,1276.0,1951.0,31,1
11391,8.0,43.0,54.0,359580.0,135413.0,2075.0,39139.0,11906.0,7423.0,7862.0,2539.0,25,1
8896,9.0,0.0,0.0,627689.0,45067.0,18028.0,9930.0,58136.0,31465.0,17268.0,16125.0,24,1
8623,7.0,0.0,0.0,188963.0,240480.0,26364.0,31517.0,32741.0,26839.0,11301.0,7002.0,24,1
7832,0.0,0.0,0.0,1936342.0,84689.0,15073.0,10972.0,12893.0,21276.0,10566.0,15906.0,24,1
4388,4.0,26.0,69.0,233593.0,138665.0,98722.0,25625.0,11077.0,24260.0,16056.0,11588.0,28,0
145,1.0,48.0,37.0,264810.0,7319.0,1347.0,1468.0,1754.0,2469.0,2389.0,1271.0,25,1
6467,0.0,54.0,60.0,717840.0,40370.0,2435.0,20643.0,6199.0,14356.0,12694.0,2257.0,24,1
2033,5.0,81.0,54.0,88588.0,19248.0,4176.0,4583.0,27584.0,9753.0,4559.0,4558.0,24,1
11687,0.0,30.0,64.0,420068.0,14673.0,10336.0,1413.0,7048.0,5258.0,2998.0,502.0,24,0
1165,9.0,60.0,54.0,347476.0,377136.0,33847.0,3612.0,19727.0,116124.0,35893.0,48166.0,25,1
2050,6.0,63.0,64.0,26930.0,19517.0,14121.0,6961.0,1935.0,4601.0,7926.0,1559.0,24,1
3760,9.0,37.0,94.0,8171.0,8821.0,9136.0,35619.0,2295.0,7921.0,6464.0,1848.0,31,1
10816,4.0,14.0,48.0,2036327.0,514629.0,177082.0,103433.0,43022.0,42343.0,46066.0,23137.0,25,1
4435,4.0,17.0,57.0,1845448.0,138954.0,148515.0,70124.0,23089.0,12712.0,4545.0,5086.0,28,0
3430,6.0,64.0,63.0,14550.0,8402.0,5191.0,4741.0,7721.0,7744.0,3216.0,2726.0,31,1
8190,3.0,0.0,0.0,34904.0,58773.0,7113.0,1993.0,12383.0,6743.0,2740.0,2612.0,24,1
11220,7.0,69.0,30.0,490384.0,125277.0,8613.0,21362.0,27372.0,23282.0,19399.0,5880.0,25,1
7069,4.0,64.0,69.0,670781.0,119962.0,13598.0,38111.0,7470.0,12740.0,2724.0,1856.0,24,1
4361,3.0,0.0,0.0,155223.0,11140.0,3046.0,815.0,581.0,5035.0,567.0,96.0,28,0
10616,2.0,38.0,40.0,1986705.0,368792.0,102693.0,24447.0,6603.0,31416.0,10105.0,6166.0,25,1
9454,3.0,44.0,40.0,2102821.0,169797.0,39767.0,22844.0,26326.0,45940.0,21304.0,27279.0,25,1
1771,3.0,21.0,67.0,1126626.0,434993.0,186321.0,21559.0,28976.0,11646.0,22461.0,3226.0,24,1
3511,7.0,13.0,57.0,511816.0,75311.0,14118.0,34288.0,11813.0,8538.0,6244.0,6432.0,31,1
271,1.0,48.0,51.0,549453.0,51953.0,16352.0,23712.0,32285.0,28744.0,38355.0,8389.0,25,1
8436,5.0,0.0,0.0,792030.0,70338.0,24671.0,35336.0,58465.0,265055.0,264688.0,93016.0,24,1
2032,5.0,90.0,61.0,71237.0,32979.0,14700.0,13007.0,27119.0,7305.0,1325.0,1864.0,24,1
9005,0.0,38.0,41.0,568053.0,29302.0,10931.0,4053.0,7132.0,15744.0,13873.0,6301.0,25,1
12387,6.0,7.0,48.0,94806.0,17142.0,6544.0,6962.0,3753.0,2563.0,796.0,1075.0,24,0
3810,9.0,53.0,61.0,6860.0,3547.0,4194.0,2472.0,7487.0,4084.0,2757.0,2447.0,31,1
9996,7.0,84.0,20.0,23253.0,39579.0,6460.0,2401.0,15336.0,47570.0,37650.0,12565.0,25,1
4346,3.0,0.0,0.0,35169.0,8241.0,1598.0,981.0,866.0,19781.0,386.0,118.0,28,0
10653,2.0,50.0,27.0,545140.0,200827.0,13985.0,10632.0,24163.0,22682.0,21173.0,8871.0,25,1
545,3.0,69.0,67.0,502980.0,114760.0,24987.0,16612.0,14739.0,20811.0,76005.0,18371.0,25,1
3241,5.0,60.0,63.0,69585.0,38233.0,5939.0,28077.0,12388.0,19982.0,6390.0,4134.0,31,1
8930,9.0,0.0,0.0,664739.0,379393.0,199248.0,124149.0,92156.0,69149.0,103818.0,96994.0,24,1
8502,5.0,0.0,0.0,786710.0,85301.0,20605.0,28659.0,41890.0,47996.0,12830.0,10507.0,24,1
9323,2.0,43.0,35.0,201762.0,163354.0,9396.0,5969.0,3735.0,4427.0,2675.0,5598.0,25,1
12704,9.0,38.0,80.0,1118720.0,139646.0,124245.0,76246.0,28817.0,40496.0,37028.0,4048.0,24,0
10961,5.0,47.0,66.0,1551154.0,173264.0,61174.0,64227.0,22976.0,17324.0,22792.0,4684.0,25,1
7564,8.0,40.0,38.0,1062315.0,115411.0,19737.0,10682.0,17204.0,11282.0,8463.0,2740.0,24,1
920,7.0,64.0,61.0,256185.0,101992.0,28934.0,45003.0,14169.0,31933.0,23048.0,16388.0,25,1
11676,0.0,56.0,51.0,891207.0,224115.0,6212.0,29479.0,5758.0,63934.0,12737.0,2556.0,24,0
6640,1.0,80.0,80.0,1104217.0,114095.0,56633.0,40264.0,7918.0,23174.0,4278.0,4373.0,24,1
7694,9.0,66.0,38.0,92781.0,33796.0,1420.0,795.0,960.0,5089.0,2073.0,192.0,24,1
8230,3.0,0.0,0.0,798909.0,207838.0,195061.0,206431.0,199767.0,36543.0,74315.0,104425.0,24,1
7126,5.0,38.0,60.0,1758769.0,119342.0,126954.0,45834.0,23894.0,19897.0,15090.0,3542.0,24,1
4278,3.0,0.0,0.0,836586.0,495363.0,80758.0,43917.0,14789.0,34561.0,38807.0,2033.0,28,0
2983,3.0,44.0,53.0,21417.0,16506.0,5050.0,13144.0,9415.0,10016.0,886.0,1571.0,31,1
130,0.0,23.0,70.0,1000754.0,140243.0,28477.0,5054.0,4164.0,15184.0,36877.0,6094.0,25,1
7980,1.0,0.0,0.0,516643.0,83775.0,36874.0,22734.0,38078.0,243089.0,492004.0,81253.0,24,1
2667,0.0,54.0,61.0,13974.0,13643.0,4311.0,4386.0,12097.0,7423.0,1704.0,2677.0,31,1
7138,5.0,44.0,57.0,790563.0,257517.0,18619.0,67888.0,31794.0,18346.0,14999.0,2107.0,24,1
3223,4.0,56.0,70.0,2212.0,10463.0,27194.0,6992.0,8175.0,17220.0,16219.0,8243.0,31,1
9374,2.0,57.0,34.0,263464.0,220014.0,8857.0,2922.0,20484.0,16644.0,18040.0,23546.0,25,1
7693,9.0,56.0,53.0,279032.0,53702.0,30165.0,14390.0,6351.0,6476.0,2868.0,402.0,24,1
5392,1.0,34.0,35.0,396256.0,95618.0,16444.0,42064.0,41337.0,45409.0,25511.0,11424.0,24,1
614,4.0,81.0,48.0,44443.0,16584.0,1890.0,1535.0,14415.0,63927.0,16664.0,11783.0,25,1
12686,8.0,35.0,60.0,108557.0,20055.0,2915.0,2808.0,2045.0,3989.0,5545.0,2442.0,24,0
1466,1.0,47.0,38.0,526977.0,69083.0,17090.0,9624.0,24451.0,12301.0,4609.0,3362.0,24,1
4497,4.0,34.0,44.0,1724643.0,498841.0,134577.0,45964.0,69972.0,17316.0,8650.0,10219.0,28,0
3042,3.0,54.0,57.0,15597.0,7368.0,4301.0,5409.0,6591.0,3052.0,2633.0,1817.0,31,1
9126,0.0,17.0,50.0,135377.0,174252.0,97816.0,26010.0,29118.0,21079.0,50933.0,11988.0,25,1
2419,8.0,37.0,66.0,230301.0,30275.0,28153.0,11671.0,10717.0,1757.0,231.0,355.0,24,1
5085,9.0,29.0,53.0,2048085.0,84719.0,142951.0,46189.0,32653.0,28562.0,15286.0,4360.0,28,0
3294,5.0,90.0,74.0,11277.0,4777.0,3370.0,8945.0,7935.0,12205.0,2848.0,1557.0,31,1
6737,1.0,38.0,37.0,450966.0,62692.0,16068.0,2741.0,3544.0,3286.0,2666.0,578.0,24,1
1500,1.0,21.0,48.0,215198.0,132470.0,45120.0,15445.0,10557.0,7939.0,5478.0,2286.0,24,1
9018,0.0,48.0,47.0,879927.0,62025.0,9932.0,13678.0,2579.0,9850.0,16589.0,7400.0,25,1
1521,1.0,56.0,75.0,43705.0,9356.0,13850.0,12102.0,9626.0,6805.0,4954.0,1781.0,24,1
11675,0.0,48.0,53.0,824471.0,136183.0,2551.0,49362.0,8511.0,70390.0,2385.0,2714.0,24,0
11122,6.0,54.0,40.0,466433.0,146479.0,852.0,7413.0,10726.0,32541.0,14065.0,6233.0,25,1
4232,2.0,51.0,69.0,1047762.0,105871.0,11961.0,15730.0,10304.0,2728.0,1901.0,2188.0,28,0
7686,9.0,35.0,63.0,676776.0,301271.0,54225.0,49649.0,9956.0,28213.0,9370.0,4314.0,24,1
8820,8.0,0.0,0.0,856912.0,107712.0,77174.0,9619.0,9510.0,15355.0,35291.0,11539.0,24,1
4430,4.0,56.0,70.0,363896.0,108497.0,48134.0,13960.0,11916.0,14185.0,4765.0,3630.0,28,0
390,2.0,48.0,53.0,762383.0,347390.0,1521.0,21791.0,22832.0,36927.0,73813.0,24019.0,25,1
12635,8.0,38.0,43.0,605213.0,1812829.0,186459.0,219596.0,44307.0,100121.0,184525.0,40757.0,24,0
7124,5.0,44.0,40.0,426109.0,52208.0,21014.0,8829.0,14105.0,5830.0,1254.0,1361.0,24,1
5913,5.0,57.0,83.0,308942.0,68750.0,13659.0,30819.0,12406.0,20509.0,6727.0,5524.0,24,1
8592,6.0,0.0,0.0,1760740.0,352524.0,69804.0,170199.0,274875.0,210938.0,99868.0,39496.0,24,1
4806,7.0,26.0,47.0,1241798.0,334450.0,47668.0,17959.0,29968.0,13018.0,13632.0,7767.0,28,0
11459,9.0,24.0,35.0,270406.0,224176.0,42612.0,42917.0,17517.0,21902.0,11682.0,9551.0,25,1
8238,4.0,0.0,0.0,40857.0,40840.0,2505.0,9200.0,10338.0,293968.0,37115.0,21751.0,24,1
8044,2.0,0.0,0.0,476602.0,98766.0,36555.0,84775.0,39859.0,208394.0,512669.0,162384.0,24,1
12534,7.0,17.0,37.0,350076.0,97229.0,8439.0,27652.0,8298.0,8251.0,7631.0,940.0,24,0
3993,1.0,81.0,61.0,210318.0,77979.0,25752.0,52787.0,7665.0,18233.0,9615.0,5676.0,28,0
12239,5.0,30.0,11.0,506964.0,387503.0,36983.0,79955.0,22828.0,27121.0,91973.0,35295.0,24,0
6609,1.0,29.0,57.0,2506099.0,535744.0,270326.0,101445.0,90893.0,86757.0,40137.0,23579.0,24,1
5319,1.0,35.0,38.0,551695.0,44724.0,47301.0,7324.0,11086.0,92209.0,24688.0,18381.0,24,1
12610,8.0,20.0,51.0,123781.0,163866.0,57772.0,40555.0,44789.0,20473.0,40457.0,27734.0,24,0
7119,5.0,50.0,54.0,580793.0,30793.0,9054.0,6602.0,8466.0,4687.0,1754.0,1840.0,24,1
2421,8.0,40.0,81.0,709085.0,101682.0,41424.0,25708.0,8024.0,7463.0,5659.0,2115.0,24,1
5604,3.0,77.0,27.0,29296.0,12034.0,2533.0,23339.0,14958.0,25106.0,12798.0,20442.0,24,1
1750,3.0,20.0,38.0,1386020.0,381264.0,109993.0,155216.0,84487.0,78143.0,16738.0,8092.0,24,1
11536,9.0,23.0,37.0,1664463.0,834562.0,34016.0,134012.0,63478.0,87798.0,19744.0,13918.0,25,1
12451,6.0,44.0,21.0,871454.0,855654.0,58764.0,20876.0,81750.0,37013.0,8588.0,5074.0,24,0
338,2.0,54.0,53.0,37179.0,24734.0,43774.0,52746.0,15269.0,32067.0,40418.0,8638.0,25,1
8407,5.0,0.0,0.0,89279.0,209435.0,30121.0,41469.0,70548.0,29245.0,14275.0,14978.0,24,1
1341,0.0,16.0,27.0,777407.0,110867.0,1795.0,9307.0,18255.0,4203.0,773.0,1551.0,24,1
12231,5.0,35.0,13.0,2553473.0,627161.0,322470.0,387081.0,113139.0,116501.0,340048.0,56418.0,24,0
7982,1.0,0.0,0.0,454770.0,148984.0,32306.0,20564.0,19459.0,193247.0,141204.0,47710.0,24,1
3640,8.0,30.0,41.0,700546.0,227696.0,18813.0,7658.0,9923.0,7592.0,5450.0,638.0,31,1
329,2.0,61.0,40.0,586117.0,133890.0,13188.0,4979.0,18809.0,15609.0,7872.0,4889.0,25,1
11304,8.0,1.0,11.0,157790.0,19032.0,8338.0,14305.0,2600.0,3713.0,6325.0,830.0,25,1
3004,3.0,60.0,67.0,463.0,6518.0,5794.0,12732.0,2805.0,4982.0,2344.0,669.0,31,1
6960,3.0,44.0,53.0,1521526.0,194305.0,73907.0,6880.0,34963.0,3433.0,5248.0,3915.0,24,1
4090,1.0,67.0,60.0,1406959.0,65770.0,18844.0,13329.0,12203.0,8369.0,4338.0,6119.0,28,0
9828,6.0,80.0,70.0,23978.0,35525.0,7268.0,17667.0,13823.0,26520.0,10909.0,9556.0,25,1
2322,8.0,48.0,61.0,6475.0,40796.0,4516.0,25339.0,11509.0,11185.0,5800.0,3909.0,24,1
6667,1.0,48.0,48.0,767347.0,146231.0,82354.0,12477.0,36321.0,25510.0,7358.0,3642.0,24,1
7009,4.0,48.0,84.0,1014133.0,75926.0,39980.0,124942.0,31094.0,31444.0,36070.0,6682.0,24,1
4197,2.0,83.0,54.0,509184.0,40135.0,7887.0,12363.0,20689.0,6543.0,2170.0,2391.0,28,0
3549,7.0,43.0,47.0,4593.0,10018.0,1140.0,9793.0,15874.0,6273.0,3998.0,9789.0,31,1
9650,4.0,53.0,69.0,404625.0,27218.0,12572.0,9287.0,14178.0,21957.0,18687.0,15406.0,25,1
8363,4.0,0.0,0.0,158315.0,27017.0,4049.0,12120.0,17831.0,71293.0,66796.0,22333.0,24,1
4203,2.0,48.0,64.0,564333.0,40006.0,17083.0,18381.0,5105.0,3912.0,13149.0,2577.0,28,0
12356,6.0,50.0,54.0,1006773.0,50438.0,12731.0,9604.0,5996.0,9941.0,5106.0,1825.0,24,0
11436,9.0,41.0,47.0,616225.0,79569.0,44698.0,103921.0,33529.0,26201.0,18091.0,5156.0,25,1
6185,7.0,23.0,53.0,194528.0,100226.0,19586.0,2540.0,3832.0,6108.0,2203.0,925.0,24,1
1639,2.0,21.0,51.0,909843.0,217780.0,54499.0,15272.0,31048.0,14318.0,13082.0,2508.0,24,1
9130,0.0,47.0,48.0,107716.0,86346.0,46104.0,10116.0,26535.0,25757.0,33921.0,21212.0,25,1
60,0.0,100.0,41.0,74424.0,17236.0,15576.0,4886.0,22499.0,42571.0,70116.0,15802.0,25,1
1240,9.0,54.0,48.0,319280.0,11344.0,4120.0,4719.0,4628.0,3100.0,8326.0,1141.0,25,1
5760,4.0,80.0,69.0,6967.0,5431.0,4028.0,8408.0,4462.0,6915.0,4072.0,1694.0,24,1
5136,9.0,41.0,63.0,1945725.0,416786.0,230878.0,20627.0,32522.0,27288.0,17720.0,9541.0,28,0
2343,8.0,40.0,54.0,101274.0,223736.0,152282.0,12011.0,38727.0,21146.0,9562.0,6019.0,24,1
2120,6.0,60.0,70.0,23279.0,8145.0,2067.0,12229.0,15087.0,9652.0,4457.0,6114.0,24,1
1524,1.0,57.0,78.0,700480.0,76297.0,55637.0,31134.0,30300.0,26620.0,4438.0,1318.0,24,1
7617,9.0,74.0,67.0,703146.0,69490.0,5365.0,13193.0,11103.0,13668.0,6251.0,1135.0,24,1
153,1.0,37.0,69.0,33577.0,11125.0,7648.0,1738.0,648.0,5643.0,2689.0,980.0,25,1
481,3.0,97.0,44.0,4512.0,11293.0,29048.0,13501.0,6013.0,151676.0,76699.0,11405.0,25,1
6122,7.0,24.0,66.0,1722914.0,505266.0,50938.0,48297.0,72010.0,70013.0,23673.0,45488.0,24,1
7674,9.0,34.0,48.0,618113.0,291555.0,52029.0,118672.0,15151.0,43683.0,36778.0,4029.0,24,1
7101,4.0,47.0,30.0,174157.0,93026.0,24746.0,10197.0,8938.0,7814.0,5734.0,2024.0,24,1
1762,3.0,1.0,1.0,717493.0,295468.0,5813.0,7072.0,15101.0,17344.0,3275.0,4498.0,24,1
8942,9.0,0.0,0.0,1864864.0,227883.0,137660.0,16036.0,89386.0,74116.0,94784.0,29655.0,24,1
7715,9.0,53.0,75.0,184374.0,107270.0,9408.0,9876.0,6082.0,8866.0,8660.0,1149.0,24,1
9977,7.0,26.0,30.0,1507154.0,298443.0,72393.0,53080.0,36766.0,44500.0,23598.0,26568.0,25,1
11627,0.0,38.0,66.0,596550.0,62427.0,9213.0,21376.0,10366.0,16521.0,14240.0,3455.0,24,0
7479,8.0,77.0,74.0,1284309.0,123136.0,24522.0,14615.0,16057.0,14021.0,3538.0,4013.0,24,1
6212,8.0,54.0,51.0,26496.0,2749.0,10713.0,8370.0,10020.0,20962.0,6666.0,19663.0,24,1
4853,7.0,30.0,38.0,28558.0,85083.0,1767.0,9513.0,2616.0,2854.0,462.0,824.0,28,0
2711,1.0,80.0,43.0,3131.0,12918.0,11728.0,10081.0,5994.0,6447.0,4010.0,1322.0,31,1
6766,2.0,51.0,40.0,339864.0,749138.0,107647.0,30198.0,19951.0,27341.0,12426.0,2573.0,24,1
4150,2.0,61.0,53.0,351094.0,140402.0,22617.0,34924.0,15408.0,10782.0,13153.0,4411.0,28,0
1333,0.0,67.0,37.0,616573.0,23773.0,646.0,2949.0,7574.0,9553.0,3652.0,1127.0,24,1
12051,3.0,66.0,57.0,177394.0,8138.0,6797.0,3604.0,1675.0,6411.0,4034.0,391.0,24,0
11046,5.0,40.0,41.0,314026.0,33548.0,1553.0,6890.0,5062.0,2437.0,2478.0,1809.0,25,1
8378,4.0,0.0,0.0,317747.0,241646.0,20219.0,23294.0,39802.0,330500.0,453989.0,125710.0,24,1
9328,2.0,77.0,53.0,14146.0,19681.0,9056.0,10635.0,19207.0,17821.0,33785.0,10793.0,25,1
12025,3.0,38.0,75.0,501227.0,10669.0,1863.0,10705.0,2748.0,4555.0,3607.0,533.0,24,0
12438,6.0,50.0,56.0,732936.0,37535.0,657.0,35819.0,10491.0,23778.0,7394.0,3325.0,24,0
10250,9.0,60.0,66.0,6406.0,19963.0,5534.0,14487.0,17787.0,21102.0,36207.0,14413.0,25,1
11680,0.0,10.0,50.0,740051.0,193432.0,30676.0,21172.0,13048.0,32416.0,23598.0,1555.0,24,0
3850,0.0,56.0,88.0,506337.0,185656.0,346917.0,179920.0,46672.0,93178.0,131956.0,10751.0,28,0
8340,4.0,0.0,0.0,89332.0,51843.0,17052.0,8830.0,9359.0,67713.0,28679.0,14523.0,24,1
4124,1.0,60.0,40.0,627090.0,29033.0,15183.0,10090.0,9572.0,6378.0,9541.0,12174.0,28,0
11471,9.0,23.0,56.0,477138.0,365824.0,25796.0,46703.0,18197.0,12836.0,6164.0,6999.0,25,1
4788,7.0,67.0,56.0,1545873.0,52112.0,26042.0,22603.0,14870.0,28834.0,4921.0,4533.0,28,0
2866,2.0,57.0,77.0,13796.0,17434.0,6474.0,4478.0,5580.0,3754.0,3396.0,1852.0,31,1
1386,0.0,60.0,60.0,96763.0,42567.0,10608.0,4700.0,10739.0,2449.0,1964.0,883.0,24,1
5941,5.0,83.0,61.0,4695.0,15763.0,7462.0,5974.0,12355.0,10042.0,16433.0,11534.0,24,1
3067,3.0,48.0,74.0,10180.0,17037.0,2487.0,10303.0,7768.0,3892.0,2782.0,1475.0,31,1
11596,0.0,21.0,66.0,1343117.0,55428.0,31365.0,17949.0,12308.0,22866.0,10731.0,839.0,24,0
3629,8.0,63.0,64.0,9886.0,6671.0,2398.0,4153.0,4436.0,11195.0,3608.0,2210.0,31,1
12116,4.0,74.0,44.0,920121.0,75024.0,11460.0,9325.0,3352.0,54484.0,2814.0,882.0,24,0
12353,6.0,38.0,54.0,1040811.0,65848.0,25139.0,11954.0,2209.0,16277.0,4305.0,1165.0,24,0
